timesteps,mean_step_reward,mean_penalty_total,mean_penalty_rocks,mean_penalty_slopes,mean_progress,mean_goal_reward,mean_oob_reward,mean_total_reward,mean_episode_return,mean_episode_length,mean_dist_to_goal_m,safe_fraction
1032000,-0.009999998845160007,-0.060356274247169495,0.0,-0.060356274247169495,0.32715436816215515,0.0,0.0,0.25679811835289,7.914021968841553,45.1,7.0561113357543945,0.8666666746139526
1035000,-0.009999998845160007,-0.06392138451337814,-0.006140510085970163,-0.05778086930513382,0.3744516372680664,0.0,0.0,0.30053025484085083,12.180948257446289,46.03333333333333,6.862968921661377,0.9333333373069763
1038000,-0.009999998845160007,-0.03877275809645653,0.0,-0.03877275809645653,0.2834526300430298,0.6666666865348816,0.0,0.9013465642929077,11.79784107208252,37.89655172413793,5.641374588012695,1.0
1041000,-0.009999998845160007,-0.020608598366379738,0.0,-0.020608598366379738,0.6988467574119568,0.0,0.0,0.66823810338974,9.44328498840332,38.43333333333333,5.651330471038818,0.9333333373069763
1044000,-0.009999998845160007,-0.028281526640057564,0.0,-0.028281526640057564,0.30695560574531555,0.0,0.0,0.2686741054058075,9.347558975219727,38.8,5.266586780548096,0.9666666388511658
1047000,-0.009999998845160007,-0.03478599339723587,0.0,-0.03478599339723587,0.2553621232509613,0.6666666865348816,0.0,0.8772428035736084,10.067648887634277,33.44827586206897,6.00781774520874,0.9666666388511658
1050000,-0.009999998845160007,-0.06314626336097717,0.0,-0.06314626336097717,0.3189169764518738,0.0,0.0,0.24577070772647858,8.103324890136719,37.4,6.666537284851074,0.9333333373069763
1053000,-0.009999998845160007,-0.7163212299346924,-0.6666666865348816,-0.04965462163090706,0.36194849014282227,0.0,0.0,-0.36437278985977173,10.833324432373047,49.5,6.129279136657715,0.8999999761581421
1056000,-0.009999998845160007,-0.0259794220328331,0.0,-0.0259794220328331,0.35420557856559753,1.3333333730697632,0.0,1.651559591293335,12.182196617126465,40.25,6.116950035095215,0.9666666388511658
1059000,-0.009999998845160007,-0.02856561355292797,0.0,-0.02856561355292797,0.30960625410079956,0.0,0.0,0.2710406482219696,10.719552040100098,43.233333333333334,5.997220516204834,0.9666666388511658
1062000,-0.009999998845160007,-0.059367306530475616,0.0,-0.059367306530475616,0.30983906984329224,0.0,0.0,0.24047181010246277,10.736173629760742,41.333333333333336,5.873139381408691,0.8999999761581421
1065000,-0.009999998845160007,-0.019402725622057915,-0.001562545308843255,-0.017840182408690453,0.3399854600429535,0.0,0.0,0.31058269739151,13.203863143920898,49.53333333333333,6.204569339752197,1.0
1068000,-0.009999998845160007,-0.05152658373117447,0.0,-0.05152658373117447,0.3051721453666687,0.0,0.0,0.2436455935239792,9.29332447052002,30.933333333333334,6.739941120147705,0.8666666746139526
1071000,-0.009999998845160007,-0.01476379670202732,-0.0021148475352674723,-0.012648949399590492,0.3506365418434143,0.6666666865348816,0.0,0.9925395250320435,11.818729400634766,46.724137931034484,5.898642063140869,1.0
1074000,-0.009999998845160007,-0.017625508829951286,0.0,-0.017625508829951286,0.3417251408100128,0.6666666865348816,0.0,0.9807661771774292,13.97019100189209,44.172413793103445,5.307569980621338,1.0
