timesteps,mean_step_reward,mean_penalty_total,mean_penalty_rocks,mean_penalty_slopes,mean_progress,mean_goal_reward,mean_oob_reward,mean_total_reward,mean_episode_return,mean_episode_length,mean_dist_to_goal_m,safe_fraction
3000,-0.009999998845160007,-0.002219935180619359,0.0,-0.002219935180619359,0.06265833228826523,0.0,0.0,0.050438400357961655,9.522991180419922,78.83333333333333,8.198461532592773,1.0
6000,-0.009999998845160007,-0.0011154651874676347,0.0,-0.0011154651874676347,0.05751079320907593,0.0,0.0,0.04639533534646034,21.857336044311523,117.16666666666667,6.736903190612793,1.0
9000,-0.009999998845160007,-0.024165136739611626,0.0,-0.024165136739611626,0.034740108996629715,0.0,0.0,0.0005749764968641102,22.04998016357422,156.0,6.580160140991211,0.9666666388511658
12000,-0.009999998845160007,-0.020534662529826164,0.0,-0.020534662529826164,0.025362173095345497,0.0,0.0,-0.005172490142285824,20.23801040649414,142.7,6.4541239738464355,0.9666666388511658
15000,-0.009999998845160007,-0.006697322707623243,0.0,-0.006697322707623243,0.005544861312955618,0.0,0.0,-0.011152460239827633,20.00242042541504,126.23333333333333,6.726285457611084,1.0
18000,-0.009999998845160007,-0.009205814450979233,0.0,-0.009205814450979233,0.03979281708598137,0.0,0.0,0.020587006583809853,16.808311462402344,106.53333333333333,6.881198406219482,1.0
21000,-0.009999998845160007,-0.010220986790955067,0.0,-0.010220986790955067,0.027112573385238647,0.0,0.0,0.006891585420817137,17.86854362487793,136.33333333333334,7.499053955078125,1.0
24000,-0.009999998845160007,-0.020910663530230522,0.0,-0.020910663530230522,0.026906291022896767,0.0,0.0,-0.00400437181815505,16.757320404052734,151.96666666666667,8.497614860534668,0.9666666388511658
27000,-0.009999998845160007,-0.019579332321882248,0.0,-0.019579332321882248,0.04077565670013428,0.0,0.0,0.011196325533092022,24.423486709594727,129.93333333333334,6.3083343505859375,0.9333333373069763
30000,-0.009999998845160007,-0.003250108566135168,0.0,-0.003250108566135168,0.031204700469970703,0.0,0.0,0.017954593524336815,20.256296157836914,130.16666666666666,7.173624515533447,1.0
33000,-0.009999998845160007,-0.0025128747802227736,0.0,-0.0025128747802227736,0.04061758518218994,0.0,0.0,0.028104713186621666,18.45596694946289,128.66666666666666,8.659284591674805,1.0
36000,-0.009999998845160007,-0.004035620950162411,0.0,-0.004035620950162411,0.05900077149271965,0.0,0.0,0.044965147972106934,22.79889488220215,163.20689655172413,8.146549224853516,1.0
39000,-0.009999998845160007,-0.018193701282143593,0.0,-0.018193701282143593,0.012379367835819721,0.0,0.0,-0.01581433415412903,19.07712745666504,153.0,8.41008472442627,0.9333333373069763
42000,-0.009999998845160007,-0.002017584629356861,-0.001300421659834683,-0.0007171630859375,0.021844148635864258,0.0,0.0,0.009826566092669964,22.28891372680664,133.6206896551724,7.747245788574219,1.0
45000,-0.009999998845160007,-0.01842460036277771,0.0,-0.01842460036277771,0.028862953186035156,0.0,0.0,0.00043835528776980937,22.76051902770996,129.93333333333334,8.168821334838867,0.9333333373069763
48000,-0.009999998845160007,-0.007631099317222834,0.0,-0.007631099317222834,0.5694820284843445,0.0,0.0,0.5518509149551392,20.33895492553711,110.06666666666666,8.464914321899414,1.0
51000,-0.009999998845160007,-0.02326713316142559,0.0,-0.02326713316142559,0.03993302583694458,0.0,0.0,0.0066658915020525455,24.351856231689453,128.0,8.08934211730957,0.9666666388511658
54000,-0.009999998845160007,-0.009809399023652077,0.0,-0.009809399023652077,0.01166329812258482,0.0,0.0,-0.008146100677549839,27.76860809326172,147.9,7.087825298309326,0.9666666388511658
57000,-0.009999998845160007,0.0,0.0,0.0,0.04131455346941948,0.0,0.0,0.031314555555582047,25.107969284057617,151.0,7.036486625671387,1.0
60000,-0.009999998845160007,-0.003313596360385418,0.0,-0.003313596360385418,0.21024665236473083,0.0,0.0,0.19693303108215332,27.063753128051758,133.23333333333332,7.103229999542236,1.0
63000,-0.009999998845160007,-0.0039918869733810425,0.0,-0.0039918869733810425,0.01635110378265381,0.0,0.0,0.0023592179641127586,23.276355743408203,128.43333333333334,7.357151508331299,0.9666666388511658
66000,-0.009999998845160007,-0.004712045192718506,0.0,-0.004712045192718506,0.040123939514160156,0.0,0.0,0.025411896407604218,19.737947463989258,134.33333333333334,7.534749984741211,1.0
69000,-0.009999998845160007,-0.0011147618060931563,0.0,-0.0011147618060931563,0.0355025939643383,0.0,0.0,0.02438783086836338,18.684696197509766,144.13793103448276,8.04218864440918,1.0
72000,-0.009999998845160007,-0.008675879798829556,0.0,-0.008675879798829556,0.03413057327270508,0.0,0.0,0.015454694628715515,20.053539276123047,119.0,7.300138473510742,1.0
75000,-0.009999998845160007,-0.024349423125386238,-0.011263547465205193,-0.013085875660181046,0.0429079532623291,0.0,0.0,0.008558535017073154,17.844751358032227,129.2,7.903059482574463,0.9333333373069763
78000,-0.009999998845160007,-0.00037717900704592466,0.0,-0.00037717900704592466,0.05459624528884888,0.0,0.0,0.04421906918287277,21.083101272583008,140.76666666666668,7.243194103240967,1.0
81000,-0.009999998845160007,0.0,0.0,0.0,0.027373075485229492,0.0,0.0,0.01737307757139206,17.705413818359375,163.46666666666667,7.274325847625732,1.0
84000,-0.009999998845160007,-0.024347545579075813,0.0,-0.024347545579075813,0.062324751168489456,0.6666666865348816,0.0,0.6946437954902649,18.921724319458008,159.9655172413793,6.6013264656066895,0.9666666388511658
87000,-0.009999998845160007,-0.005861846264451742,0.0,-0.005861846264451742,0.04624662920832634,0.0,0.0,0.03038478083908558,19.708293914794922,157.43333333333334,6.5200982093811035,1.0
90000,-0.009999998845160007,-0.01856720820069313,0.0,-0.01856720820069313,0.016134878620505333,0.0,0.0,-0.012432331219315529,22.33827018737793,173.73333333333332,6.319098949432373,0.9333333373069763
93000,-0.009999998845160007,0.0,0.0,0.0,0.06934860348701477,0.6666666865348816,0.0,0.7260151505470276,25.898221969604492,138.0344827586207,5.617528915405273,1.0
96000,-0.009999998845160007,-0.002690907334908843,0.0,-0.002690907334908843,0.08670651912689209,0.0,0.0,0.07401561737060547,17.52480697631836,100.65517241379311,6.999982833862305,1.0
99000,-0.009999998845160007,-0.0007317010313272476,0.0,-0.0007317010313272476,0.061717551201581955,0.0,0.0,0.050985854119062424,21.289031982421875,116.13333333333334,6.078674793243408,1.0
102000,-0.009999998845160007,-0.0012983831111341715,0.0,-0.0012983831111341715,0.07307753711938858,0.0,0.0,0.06177916377782822,21.93439292907715,136.73333333333332,5.915994644165039,1.0
105000,-0.009999998845160007,0.0,0.0,0.0,0.05946512892842293,0.0,0.0,0.049465131014585495,14.177355766296387,114.66666666666667,6.582351207733154,1.0
108000,-0.009999998845160007,-0.014326533302664757,0.0,-0.014326533302664757,0.057947177439928055,0.0,0.0,0.033620644360780716,14.909582138061523,143.33333333333334,7.084009647369385,0.9666666388511658
111000,-0.009999998845160007,-0.00736759789288044,0.0,-0.00736759789288044,0.04308481886982918,0.0,0.0,0.025717226788401604,18.476016998291016,140.0,6.558743476867676,1.0
114000,-0.009999998845160007,-0.00919033121317625,0.0,-0.00919033121317625,0.08864780515432358,0.0,0.0,0.06945747882127762,18.8426570892334,173.2,6.416292667388916,0.9666666388511658
117000,-0.009999998845160007,-0.019931204617023468,0.0,-0.019931204617023468,0.05905193090438843,0.0,0.0,0.029120726510882378,14.93803882598877,182.33333333333334,7.5828094482421875,0.9666666388511658
120000,-0.009999998845160007,0.0,0.0,0.0,0.058015983551740646,0.0,0.0,0.048015985637903214,21.82423210144043,162.3,6.764062881469727,1.0
123000,-0.009999998845160007,-0.01446162536740303,0.0,-0.01446162536740303,0.08270727097988129,0.0,0.0,0.058245643973350525,24.371654510498047,136.27586206896552,5.892585754394531,0.9666666388511658
126000,-0.009999998845160007,-0.04358361288905144,0.0,-0.04358361288905144,0.051073212176561356,0.0,0.0,-0.0025103946682065725,19.805767059326172,148.96666666666667,6.459536075592041,0.8999999761581421
129000,-0.009999998845160007,-0.022598618641495705,0.0,-0.022598618641495705,0.06437793374061584,0.0,0.0,0.03177931532263756,18.097837448120117,129.73333333333332,6.809678554534912,0.9666666388511658
132000,-0.009999998845160007,-0.006333680357784033,0.0,-0.006333680357784033,0.11938939243555069,0.0,0.0,0.10305572301149368,19.661195755004883,143.46666666666667,6.4067463874816895,1.0
135000,-0.009999998845160007,-0.004315476398915052,0.0,-0.004315476398915052,0.05608755350112915,0.6666666865348816,0.0,0.7084386348724365,16.390888214111328,140.10344827586206,6.087515830993652,1.0
138000,-0.009999998845160007,-0.008889133110642433,0.0,-0.008889133110642433,0.061530809849500656,0.0,0.0,0.04264167696237564,17.085607528686523,122.2,6.599333763122559,1.0
141000,-0.009999998845160007,-0.013444831594824791,0.0,-0.013444831594824791,0.07721185684204102,0.0,0.0,0.05376703292131424,18.349437713623047,141.4,6.188823223114014,0.9666666388511658
144000,-0.009999998845160007,-0.02122029848396778,-0.002135931747034192,-0.019084366038441658,0.10718341171741486,0.0,0.0,0.07596311718225479,9.62090015411377,114.36666666666666,7.1179914474487305,0.9666666388511658
147000,-0.009999998845160007,-0.004781079478561878,-3.17732497023826e-06,-0.00477790180593729,0.14053602516651154,0.0,0.0,0.1257549524307251,15.2216796875,146.56666666666666,6.856351375579834,0.9666666388511658
150000,-0.009999998845160007,-0.0007162054535001516,0.0,-0.0007162054535001516,0.11730751395225525,0.6666666865348816,0.0,0.7732579708099365,16.57949447631836,183.86206896551724,6.4671406745910645,1.0
153000,-0.009999998845160007,-0.017415622249245644,0.0,-0.017415622249245644,0.09704247862100601,0.0,0.0,0.06962686032056808,16.702903747558594,150.53333333333333,6.19963264465332,0.9666666388511658
156000,-0.009999998845160007,-0.0003945915086660534,0.0,-0.0003945915086660534,0.1199314296245575,0.0,0.0,0.10953684896230698,18.195648193359375,184.86666666666667,5.56162691116333,1.0
159000,-0.009999998845160007,0.0,0.0,0.0,0.3034568727016449,0.0,0.0,0.29345688223838806,22.97953987121582,210.2,5.171675682067871,1.0
162000,-0.009999998845160007,-0.0028351268265396357,0.0,-0.0028351268265396357,0.1661081612110138,0.0,0.0,0.15327301621437073,21.68369483947754,187.03333333333333,5.316772937774658,1.0
165000,-0.009999998845160007,-0.01001882366836071,-0.0009405708406120539,-0.009078252129256725,0.13102297484874725,0.0,0.0,0.11100415140390396,19.161779403686523,191.86666666666667,5.832117557525635,0.9666666388511658
168000,-0.009999998845160007,-0.00326166651211679,0.0,-0.00326166651211679,0.0925278514623642,0.0,0.0,0.07926618307828903,18.28449821472168,140.0,5.270711421966553,1.0
171000,-0.009999998845160007,-0.014789472334086895,-0.0012425511376932263,-0.013546920381486416,0.14160557091236115,0.0,0.0,0.11681608855724335,15.368444442749023,125.9,5.531674385070801,0.9666666388511658
174000,-0.009999998845160007,-0.002859988249838352,0.0,-0.002859988249838352,0.10721882432699203,0.0,0.0,0.09435883164405823,13.3557710647583,118.73333333333333,6.661138534545898,1.0
177000,-0.009999998845160007,-0.0011128219775855541,0.0,-0.0011128219775855541,0.18395082652568817,0.0,0.0,0.1728379875421524,14.07861614227295,117.3,6.441084861755371,1.0
180000,-0.009999998845160007,-0.011354849673807621,0.0,-0.011354849673807621,0.16677449643611908,0.6666666865348816,0.0,0.8120863437652588,13.583690643310547,111.10344827586206,5.927191257476807,0.9666666388511658
183000,-0.009999998845160007,-0.004527899902313948,0.0,-0.004527899902313948,0.13995575904846191,0.0,0.0,0.12542787194252014,14.303454399108887,130.2,5.4574971199035645,1.0
186000,-0.009999998845160007,-0.007829641923308372,0.0,-0.007829641923308372,0.13581012189388275,1.3333333730697632,0.0,1.4513137340545654,14.134774208068848,106.35714285714286,4.786133766174316,1.0
189000,-0.009999998845160007,-0.0020873460453003645,0.0,-0.0020873460453003645,0.15663191676139832,0.0,0.0,0.1445445716381073,16.077167510986328,138.76666666666668,4.6848883628845215,1.0
192000,-0.009999998845160007,-0.016616767272353172,0.0,-0.016616767272353172,0.13175873458385468,0.0,0.0,0.10514196753501892,13.280839920043945,162.06666666666666,5.416842937469482,0.9666666388511658
195000,-0.009999998845160007,0.0,0.0,0.0,0.16443690657615662,0.0,0.0,0.1544369012117386,12.155664443969727,185.66666666666666,5.083451747894287,1.0
198000,-0.009999998845160007,0.0,0.0,0.0,0.1309725046157837,0.0,0.0,0.12097251415252686,14.798168182373047,230.13333333333333,5.143815994262695,1.0
201000,-0.009999998845160007,-0.023641813546419144,0.0,-0.023641813546419144,0.12446574121713638,0.0,0.0,0.0908239334821701,11.638157844543457,229.13333333333333,6.127392292022705,0.9666666388511658
